,,2011 to 2013,83.5
,,2012 to 2014,83.4
,,2013 to 2015,83.4
,,2014 to 2016,83.6
"Windsor-Essex County Health Unit, Ontario",Males,2005 to 2007,78.3
,,2006 to 2008,78.1
,,2007 to 2009,78.4
,,2008 to 2010,79.4
,,2009 to 2011,79
,,2010 to 2012,79.1
,,2011 to 2013,79.1
,,2012 to 2014,79.1
,,2013 to 2015,79.7
,,2014 to 2016,79.7
,Females,2005 to 2007,82.5
,,2006 to 2008,82.4
,,2007 to 2009,82.7
,,2008 to 2010,84.2
,,2009 to 2011,83.5
,,2010 to 2012,83.6
,,2011 to 2013,83.8
,,2012 to 2014,83.7
,,2013 to 2015,83.7
,,2014 to 2016,83.6
"York Regional Health Unit, Ontario",Males,2005 to 2007,81.8
,,2006 to 2008,81.8
,,2007 to 2009,82
,,2008 to 2010,83.7
,,2009 to 2011,82.9
,,2010 to 2012,83.5
,,2011 to 2013,83.6
,,2012 to 2014,83.6
,,2013 to 2015,83.6
,,2014 to 2016,83.8
,Females,2005 to 2007,85.2
,,2006 to 2008,85.3
,,2007 to 2009,85.6
,,2008 to 2010,87.3
,,2009 to 2011,86.2
,,2010 to 2012,86.5
,,2011 to 2013,86.9
,,2012 to 2014,86.8
,,2013 to 2015,87
,,2014 to 2016,86.9
"City of Toronto Health Unit, Ontario",Males,2005 to 2007,79.9
,,2006 to 2008,80
,,2007 to 2009,80.1
,,2008 to 2010,81.5
,,2009 to 2011,80.8
,,2010 to 2012,81.3
,,2011 to 2013,81.7
,,2012 to 2014,81.8
,,2013 to 2015,82
,,2014 to 2016,82.1
,Females,2005 to 2007,84.8
,,2006 to 2008,84.8
,,2007 to 2009,84.8
,,2008 to 2010,86.8
,,2009 to 2011,85.7
,,2010 to 2012,86
,,2011 to 2013,86.4
,,2012 to 2014,86.5
,,2013 to 2015,86.7
,,2014 to 2016,87
